PI_pur;PI_sell
0.24799;0.09317
0.24898;0.09373
0.15742;0.09415
0.15285;0.0887
0.1134;0.08697
0.10655;0.07974
0.1038;0.07669
0.10276;0.07516
0.10325;0.07553
0.10558;0.07812
0.11396;0.08673
0.11944;0.09465
0.15991;0.09806
0.1545;0.09471
0.24429;0.09118
0.24225;0.08888
0.23932;0.08628
0.23345;0.08104
0.13837;0.07907
0.13816;0.07876
0.13865;0.07963
0.14531;0.08566
0.2408;0.08725
0.2477;0.09313
0.25095;0.0948
0.25168;0.09564
0.15942;0.09528
0.15398;0.08952
0.11839;0.09069
0.118;0.08948
0.12018;0.09077
0.1214;0.09114
0.12324;0.09269
0.12331;0.09302
0.12309;0.09302
0.12046;0.09117
0.11713;0.08984
0.11204;0.08747
0.11116;0.08718
0.11024;0.08628
0.09952;0.07636
0.09126;0.0688
0.08799;0.06559
0.08717;0.06473
0.08774;0.06519
0.09197;0.06904
0.099;0.07491
0.11073;0.08514
0.11514;0.08838
0.11957;0.09149
0.11952;0.09087
0.11646;0.08736
0.11891;0.08752
0.11919;0.08673
0.11558;0.08243
0.11816;0.08414
0.11837;0.0841
0.11463;0.08081
0.11321;0.07948
0.10766;0.07486
0.09946;0.06786
0.09425;0.06608
0.09129;0.06493
0.08723;0.06183
0.0769;0.05274
0.07455;0.05057
0.04176;0.02155
0.03232;0.01265
0.03786;0.01633
0.04113;0.0186
0.06457;0.03882
0.09147;0.06489
0.09902;0.07183
0.11635;0.08786
0.1218;0.09278
0.11611;0.08681
0.11143;0.0809
0.10399;0.07315
0.10104;0.07003
0.10058;0.06887
0.09945;0.06791
0.10559;0.07367
0.1188;0.08822
0.12261;0.09494
0.15979;0.09821
0.15358;0.094
0.24191;0.08952
0.23934;0.08678
0.23934;0.08657
0.23959;0.08703
0.14579;0.08628
0.14022;0.08103
0.1439;0.08479
0.15021;0.09026
0.24372;0.08983
0.2472;0.09197
0.25228;0.09575
0.25513;0.09881
0.16139;0.09736
0.15885;0.09369
0.11927;0.09197
0.11924;0.09124
0.11507;0.08695
0.11611;0.08738
0.11548;0.08692
0.11831;0.08979
0.12119;0.09352
0.12547;0.09923
0.16541;0.10327
0.16043;0.10013
0.25236;0.09894
0.25102;0.09735
0.24858;0.09503
0.24625;0.09276
0.15161;0.09139
0.14801;0.0882
0.14824;0.08881
0.14923;0.08983
0.24654;0.09305
0.25049;0.09535
0.2512;0.09544
0.2511;0.09556
0.15826;0.0948
0.15637;0.0919
0.1176;0.0902
0.11725;0.08911
0.11372;0.08582
0.1155;0.08695
0.11451;0.08601
0.12034;0.09185
0.12235;0.0945
0.12294;0.0975
0.16098;0.09976
0.15893;0.0993
0.25141;0.09869
0.25095;0.09797
0.25176;0.09869
0.24872;0.09591
0.15173;0.09226
0.14583;0.08712
0.14551;0.08719
0.15054;0.09182
0.2487;0.09537
0.25344;0.09872
0.25464;0.0988
0.25264;0.09685
0.15977;0.09584
0.15824;0.09334
0.12047;0.09355
0.11943;0.09213
0.11873;0.09119
0.11943;0.09148
0.11977;0.09182
0.11925;0.09182
0.11871;0.09229
0.12127;0.09585
0.15882;0.09827
0.15599;0.09629
0.24778;0.09476
0.2457;0.0931
0.24593;0.09287
0.24303;0.09014
0.14435;0.08561
0.14402;0.08526
0.14271;0.08446
0.14851;0.08965
0.24599;0.09295
0.24944;0.0951
0.25114;0.09582
0.25078;0.0954
0.15857;0.0961
0.15486;0.09212
0.12913;0.09983
0.12786;0.09951
0.12796;0.09933
0.12845;0.09928
0.12847;0.09936
0.12874;0.09995
0.12992;0.10183
0.13527;0.10789
0.17196;0.11013
0.16813;0.10716
0.25619;0.10237
0.25319;0.09987
0.25321;0.09948
0.2489;0.09554
0.15209;0.09217
0.14642;0.08681
0.14131;0.08241
0.15455;0.09411
0.25483;0.09987
0.25717;0.10093
0.2613;0.10358
0.26387;0.10546
0.17009;0.10494
0.16482;0.0998
0.12516;0.09641
0.12405;0.09483
0.12255;0.09288
0.12681;0.09633
0.12672;0.09633
0.12509;0.09478
0.12478;0.09477
0.12565;0.09594
0.12758;0.09924
0.12375;0.0977
0.11896;0.09406
0.11752;0.0929
0.11711;0.09217
0.11747;0.09215
0.11392;0.08876
0.09847;0.07357
0.0999;0.07503
0.11038;0.08528
0.11946;0.09339
0.12508;0.09797
0.12839;0.10008
0.13566;0.10551
0.13726;0.10677
0.13034;0.0998
0.12368;0.09401
0.11631;0.08657
0.10955;0.07988
0.10464;0.07539
0.09987;0.07097
0.09902;0.06994
0.10383;0.07422
0.10501;0.07509
0.1075;0.07825
0.10309;0.0769
0.09941;0.0751
0.10252;0.07789
0.10308;0.07787
0.09828;0.07385
0.09325;0.06915
0.09105;0.06706
0.08143;0.05834
0.08865;0.06508
0.0949;0.06962
0.10667;0.08094
0.12817;0.09985
0.13032;0.10192
0.13315;0.10475
0.12812;0.09983
0.12278;0.09408
0.12033;0.09184
0.11777;0.08924
0.11767;0.08868
0.11757;0.08877
0.12055;0.09129
0.124;0.09615
0.12844;0.10175
0.16651;0.10552
0.16345;0.10334
0.25414;0.1008
0.25311;0.09989
0.25152;0.09774
0.24767;0.09403
0.14875;0.08876
0.14391;0.08371
0.13898;0.07932
0.13765;0.07823
0.23165;0.07832
0.24771;0.09174
0.25798;0.10153
0.26142;0.10483
0.16714;0.1038
0.15741;0.09446
0.12573;0.09733
0.12021;0.09215
0.11693;0.08888
0.11703;0.08873
0.11699;0.08871
0.11626;0.08877
0.11788;0.09086
0.12518;0.09937
0.16128;0.10014
0.15863;0.09842
0.24823;0.09479
0.24578;0.09243
0.24782;0.09399
0.2502;0.09612
0.14878;0.08876
0.14111;0.08139
0.13726;0.07807
0.13694;0.07816
0.24474;0.09124
0.25469;0.09971
0.25993;0.1032
0.26058;0.10407
0.16797;0.10448
0.16494;0.10075
0.12517;0.09746
0.12227;0.09401
0.11979;0.09183
0.12023;0.09183
0.12024;0.09183
0.11965;0.0921
0.1234;0.09623
0.13127;0.10461
0.16989;0.10784
0.16535;0.10444
0.25484;0.10105
0.25261;0.09929
0.25123;0.09761
0.25121;0.09713
0.15719;0.0968
0.15513;0.09479
0.15625;0.09586
0.15785;0.09746
0.2519;0.09745
0.25244;0.09683
0.257;0.10062
0.26403;0.10683
0.17174;0.10753
0.16766;0.10349
0.11847;0.09177
0.11276;0.08657
0.10582;0.08026
0.10399;0.07796
0.10343;0.07748
0.10744;0.08156
0.11511;0.08884
0.122;0.09685
0.16129;0.10056
0.16026;0.09993
0.2539;0.09991
0.25366;0.09992
0.25395;0.09983
0.25167;0.0977
0.15482;0.09487
0.15123;0.09138
0.15034;0.09094
0.15494;0.09539
0.2495;0.09587
0.25443;0.09927
0.25582;0.09958
0.25634;0.09994
0.16578;0.1021
0.15993;0.09661
0.11963;0.09318
0.11503;0.08888
0.11284;0.0866
0.1133;0.08643
0.11345;0.08657
0.11529;0.08876
0.11844;0.09271
0.12607;0.10068
0.16846;0.10745
0.16297;0.10297
0.25139;0.09835
0.24941;0.09681
0.24756;0.09481
0.24417;0.09174
0.14995;0.09082
0.14496;0.08615
0.14038;0.08233
0.14691;0.08798
0.2479;0.09429
0.25264;0.0975
0.25455;0.09808
0.25512;0.09826
0.15962;0.09652
0.15467;0.09181
0.12244;0.09483
0.12243;0.09414
0.12294;0.09414
0.12338;0.09411
0.12229;0.09371
0.1223;0.09359
0.12247;0.094
0.12067;0.09279
0.11504;0.08871
0.11108;0.08653
0.10628;0.08286
0.10853;0.08483
0.10955;0.08543
0.11274;0.08838
0.1121;0.08738
0.09893;0.07496
0.09633;0.07283
0.10539;0.08114
0.11861;0.093
0.12446;0.09774
0.12692;0.09902
0.12901;0.09988
0.12729;0.09833
0.12403;0.09483
0.12858;0.09863
0.12812;0.0976
0.12821;0.09742
0.12846;0.09745
0.12874;0.09762
0.12897;0.09832
0.12869;0.09817
0.12823;0.09758
0.12324;0.0932
0.12179;0.09416
0.11803;0.09175
0.11453;0.08866
0.10495;0.07973
0.09915;0.07482
0.09795;0.07366
0.09692;0.0724
0.09194;0.06787
0.09845;0.07374
0.10723;0.08068
0.12183;0.09408
0.12859;0.09962
0.13307;0.10295
0.13294;0.10348
0.12893;0.09927
0.1228;0.09384
0.10866;0.08085
0.10118;0.0739
0.10075;0.07295
0.10099;0.07324
0.10412;0.07606
0.12321;0.09473
0.12946;0.10189
0.1675;0.10577
0.16238;0.10157
0.24965;0.09566
0.24531;0.09172
0.24465;0.0908
0.24081;0.08718
0.14634;0.08602
0.13418;0.07482
0.1324;0.0735
0.13155;0.07278
0.22533;0.07267
0.22757;0.07256
0.2419;0.08456
0.25813;0.1016
0.16569;0.10209
0.15956;0.09529
0.11491;0.0884
0.10965;0.08322
0.10696;0.08085
0.10756;0.08085
0.10963;0.08279
0.11579;0.08865
0.12531;0.09783
0.12816;0.10136
0.16862;0.10682
0.16138;0.1011
0.25354;0.09988
0.25022;0.09683
0.25263;0.0988
0.25153;0.09779
0.15536;0.09511
0.15208;0.092
0.15148;0.09175
0.15627;0.0958
0.25219;0.09784
0.253;0.09755
0.25487;0.0988
0.25641;0.09831
0.16167;0.09677
0.15709;0.09177
0.12672;0.0986
0.12379;0.09558
0.11629;0.08858
0.11417;0.0862
0.1055;0.0788
0.10403;0.07782
0.11346;0.08731
0.11506;0.0897
0.1497;0.08988
0.14706;0.08802
0.23564;0.08383
0.24425;0.09183
0.24849;0.09524
0.24111;0.08838
0.13443;0.07656
0.13257;0.07492
0.13097;0.07368
0.13091;0.07369
0.22381;0.07286
0.22725;0.07488
0.24184;0.08738
0.24339;0.08797
0.14732;0.08538
0.13775;0.07557
0.10572;0.08083
0.09723;0.07258
0.09542;0.07089
0.09422;0.06989
0.0944;0.06951
0.09424;0.06977
0.09757;0.07254
0.09946;0.07654
0.15252;0.09297
0.14793;0.08887
0.24404;0.09117
0.24655;0.09278
0.24881;0.09455
0.24468;0.09062
0.15692;0.09587
0.15649;0.0959
0.15596;0.09583
0.15539;0.09546
0.24795;0.09444
0.25157;0.09651
0.25203;0.0961
0.25434;0.0978
0.15977;0.09639
0.15381;0.09055
0.11325;0.08714
0.10076;0.07558
0.09661;0.07161
0.09623;0.07082
0.09619;0.07082
0.10189;0.0765
0.11618;0.08977
0.12269;0.09724
0.16202;0.10139
0.15756;0.09777
0.24591;0.09327
0.24246;0.09033
0.24123;0.08893
0.24233;0.08988
0.14927;0.08987
0.1462;0.08686
0.14142;0.08271
0.14376;0.08459
0.24333;0.08983
0.24774;0.09288
0.25231;0.0959
0.25173;0.09473
0.1557;0.09219
0.14379;0.08098
0.12044;0.09283
0.11747;0.08968
0.1168;0.08868
0.11623;0.0873
0.1174;0.0883
0.11615;0.08729
0.11107;0.08307
0.11287;0.08508
0.11626;0.08984
0.11478;0.08988
0.11422;0.08988
0.11647;0.09192
0.11798;0.09299
0.12141;0.09589
0.1216;0.0958
0.11677;0.09108
0.11153;0.08657
0.11093;0.08623
0.10882;0.08382
0.11483;0.08883
0.12429;0.09593
0.13108;0.10105
0.13069;0.1003
0.12666;0.09585
0.12105;0.09153
0.11807;0.08743
0.10967;0.0799
0.11618;0.08503
0.11721;0.08596
0.117;0.08606
0.11695;0.08618
0.11662;0.08566
0.10152;0.07302
0.0977;0.07236
0.09553;0.07125
0.09479;0.07077
0.09452;0.07027
0.09599;0.07176
0.09661;0.07241
0.06486;0.04453
0.0228;0.00683
0.04002;0.02235
0.08145;0.05789
0.10002;0.07452
0.11252;0.08515
0.126;0.09594
0.13004;0.10023
0.12751;0.09726
0.12739;0.09673
0.12546;0.0941
0.12314;0.09181
0.12378;0.09192
0.12199;0.0918
0.12418;0.09397
0.12278;0.09482
0.12579;0.09951
0.1659;0.10488
0.15856;0.09885
0.24745;0.09489
0.24811;0.09547
0.25136;0.098
0.25271;0.09912
0.1603;0.09988
0.15986;0.09929
0.15831;0.09818
0.15725;0.09728
0.25394;0.09988
0.26353;0.10743
0.2659;0.1087
0.26721;0.10915
0.16806;0.10372
0.16191;0.09761
0.13061;0.10109
0.12963;0.09959
0.12262;0.09486
0.12171;0.09386
0.12569;0.09743
0.12764;0.09962
0.12777;0.10091
0.13485;0.10847
0.17324;0.11145
0.16176;0.10194
0.25223;0.09958
0.25221;0.0996
0.25345;0.10036
0.25544;0.10186
0.16107;0.10106
0.15985;0.09983
0.15909;0.09943
0.15913;0.09946
0.25152;0.0982
0.26128;0.10585
0.26534;0.10857
0.26773;0.10983
0.17008;0.10584
0.16642;0.10184
0.14008;0.11011
0.13936;0.10902
0.13811;0.10775
0.13628;0.10658
0.13726;0.10751
0.13779;0.10865
0.13667;0.1088
0.13534;0.10879
0.16982;0.10816
0.16621;0.10549
0.25748;0.10373
0.25722;0.10373
0.25903;0.10483
0.25938;0.10496
0.16563;0.10483
0.16387;0.1031
0.16143;0.10128
0.1607;0.10066
0.25585;0.10161
0.2645;0.10824
0.26793;0.11047
0.26703;0.1097
0.17213;0.10812
0.16887;0.10478
0.13359;0.10485
0.12999;0.10128
0.12872;0.09983
0.12761;0.0996
0.12783;0.09981
0.12793;0.10023
0.12856;0.10127
0.13017;0.10384
0.16676;0.10511
0.16616;0.10483
0.25623;0.10192
0.2554;0.10137
0.25627;0.10177
0.25445;0.10009
0.16054;0.0998
0.1585;0.09783
0.15579;0.09577
0.15542;0.09552
0.24974;0.0958
0.25776;0.10183
0.26219;0.10484
0.2641;0.10509
0.17197;0.10588
0.17036;0.10377
0.13452;0.10508
0.13404;0.10429
0.13131;0.10159
0.12807;0.09949
0.12741;0.09882
0.12704;0.09886
0.12919;0.10178
0.13188;0.10546
0.16802;0.10674
0.16426;0.10393
0.25093;0.09784
0.24634;0.09386
0.24175;0.08936
0.23036;0.07899
0.13643;0.07818
0.1349;0.07652
0.13379;0.07563
0.14487;0.08525
0.24649;0.09232
0.25491;0.09876
0.25692;0.09986
0.25957;0.09986
0.17208;0.1048
0.16593;0.09847
0.12515;0.09584
0.12296;0.09328
0.11804;0.0878
0.11675;0.08742
0.11822;0.0888
0.12176;0.09225
0.12447;0.09522
0.124;0.09522
0.12483;0.09774
0.12192;0.0966
0.11967;0.09499
0.11613;0.09177
0.11215;0.08784
0.11843;0.09327
0.11107;0.08643
0.10158;0.0776
0.09681;0.07332
0.1012;0.07752
0.10998;0.08483
0.11637;0.09007
0.13031;0.10181
0.13616;0.1049
0.13788;0.10606
0.13574;0.1033
0.13447;0.10272
0.13142;0.09946
0.1272;0.09542
0.12801;0.09555
0.12343;0.09311
0.12322;0.09315
0.12625;0.09568
0.12541;0.09474
0.12419;0.09514
0.11678;0.09016
0.10844;0.08387
0.11102;0.0862
0.11316;0.08773
0.1194;0.0932
0.11575;0.09021
0.10732;0.08263
0.10163;0.07771
0.1013;0.07741
0.10586;0.08009
0.11405;0.08754
0.1282;0.09967
0.14134;0.10949
0.14258;0.11092
0.14011;0.10805
0.12718;0.09694
0.12193;0.09183
0.11669;0.08685
0.11674;0.08643
0.11668;0.08653
0.11774;0.08783
0.123;0.09456
0.1232;0.09721
0.16242;0.10187
0.15856;0.09889
0.2514;0.09836
0.25306;0.09983
0.25741;0.10339
0.25847;0.10426
0.16576;0.10479
0.16602;0.10479
0.16485;0.10408
0.16396;0.1033
0.25764;0.10309
0.26141;0.10542
0.26515;0.10806
0.26546;0.10658
0.17171;0.1059
0.16972;0.10332
0.1325;0.10258
0.13103;0.10109
0.12846;0.09856
0.1274;0.09854
0.12688;0.09833
0.1237;0.09613
0.12868;0.10077
0.13125;0.10399
0.16597;0.10425
0.165;0.1039
0.25496;0.10094
0.25431;0.10016
0.25498;0.1005
0.25298;0.09847
0.15937;0.09835
0.15733;0.09619
0.15331;0.0927
0.14859;0.08838
0.251;0.09618
0.25475;0.09846
0.25534;0.09886
0.25737;0.09903
0.16427;0.09902
0.16011;0.09362
0.10961;0.08241
0.10704;0.07895
0.10162;0.07397
0.10286;0.07605
0.10021;0.07374
0.10611;0.07962
0.12538;0.0973
0.12783;0.10062
0.16398;0.10211
0.16496;0.10395
0.25509;0.10103
0.25754;0.10332
0.26482;0.10932
0.26144;0.10605
0.16587;0.10432
0.16593;0.10421
0.16391;0.1027
0.16454;0.10328
0.25279;0.09803
0.25218;0.09615
0.25489;0.09812
0.25817;0.10062
0.16409;0.09977
0.15624;0.0924
0.12903;0.10095
0.12547;0.09732
0.1262;0.09779
0.12729;0.09843
0.12761;0.09877
0.12848;0.09979
0.13028;0.10189
0.12914;0.10187
0.16458;0.10306
0.16393;0.10275
0.25395;0.09983
0.25266;0.09888
0.25549;0.10103
0.25312;0.09888
0.15469;0.09463
0.14621;0.08691
0.14751;0.08789
0.15238;0.09244
0.24573;0.09183
0.25011;0.09486
0.25987;0.10275
0.26708;0.10708
0.17352;0.10667
0.16887;0.10182
0.13156;0.10265
0.13107;0.10152
0.13013;0.10062
0.1298;0.09978
0.12806;0.09814
0.12355;0.09478
0.12939;0.10087
0.1308;0.10326
0.165;0.10385
0.16263;0.10233
0.25448;0.10089
0.25317;0.09995
0.2535;0.09982
0.25271;0.09899
0.16073;0.10006
0.15232;0.09201
0.13848;0.07986
0.13183;0.07333
0.22245;0.07083
0.2268;0.07243
0.25169;0.09238
0.26092;0.10092
0.16825;0.10136
0.1607;0.09383
0.10266;0.07523
0.10346;0.07487
0.10213;0.0726
0.10433;0.0739
0.10324;0.0731
0.1029;0.07258
0.10378;0.07365
0.10148;0.07187
0.09952;0.07148
0.09093;0.06788
0.08319;0.06086
0.08172;0.05943
0.08037;0.05806
0.08182;0.05927
0.07151;0.04997
0.03711;0.01903
0.01857;0.00245
0.03075;0.01315
0.07386;0.05056
0.09138;0.06634
0.09881;0.07167
0.10578;0.07483
0.10778;0.07629
0.10633;0.07383
0.10624;0.07584
0.10529;0.0743
0.10084;0.06975
0.10505;0.07241
0.10581;0.07353
0.10711;0.0746
0.10748;0.07511
0.10774;0.07523
0.10705;0.07575
0.09601;0.06946
0.08897;0.06404
0.08971;0.06493
0.08962;0.06493
0.09437;0.06925
0.09712;0.07174
0.08943;0.06483
0.08842;0.06383
0.08905;0.06394
0.09363;0.06733
0.10811;0.08059
0.1295;0.10017
0.13817;0.10817
0.14057;0.11046
0.13564;0.10561
0.13509;0.10079
0.1347;0.09966
0.13592;0.09994
0.13415;0.09962
0.13253;0.09814
0.13356;0.10065
0.13249;0.10086
0.13526;0.1043
0.16909;0.1049
0.16717;0.10444
0.25969;0.10403
0.25952;0.10426
0.25993;0.10433
0.25968;0.10433
0.16633;0.10424
0.16531;0.1028
0.16301;0.10077
0.1649;0.10218
0.25712;0.10076
0.26588;0.10813
0.26426;0.10555
0.266;0.10621
0.17144;0.10468
0.1677;0.10067
0.13715;0.10514
0.13593;0.10309
0.13354;0.1008
0.13284;0.10085
0.13392;0.10243
0.1353;0.1056
0.14;0.11001
0.14129;0.11225
0.17806;0.11348
0.17431;0.11151
0.26326;0.10788
0.26241;0.10743
0.26281;0.10745
0.26247;0.10722
0.16815;0.10621
0.16715;0.10486
0.16226;0.10074
0.16248;0.10074
0.25618;0.10075
0.26475;0.10747
0.26714;0.10876
0.26837;0.10996
0.17352;0.10799
0.17152;0.10597
0.1417;0.10984
0.13459;0.10269
0.12692;0.09584
0.12253;0.0932
0.12421;0.09466
0.12774;0.09884
0.13793;0.10859
0.14058;0.11201
0.17889;0.11479
0.17705;0.11445
0.26575;0.11053
0.26507;0.10979
0.26328;0.10781
0.26016;0.10481
0.16124;0.09955
0.15184;0.0907
0.14933;0.08859
0.15741;0.09574
0.25898;0.10264
0.26189;0.10479
0.27224;0.11246
0.27792;0.11654
0.1846;0.11667
0.1838;0.11533
0.14192;0.11052
0.13916;0.10755
0.13713;0.10511
0.13371;0.10347
0.13274;0.10269
0.13302;0.10384
0.13446;0.10611
0.13402;0.10687
0.17557;0.11244
0.17427;0.11188
0.26323;0.10781
0.25769;0.10255
0.25614;0.10074
0.25276;0.09754
0.14356;0.08277
0.13832;0.07774
0.13784;0.07751
0.1382;0.07773
0.2398;0.08477
0.25893;0.10018
0.27374;0.1115
0.27828;0.11499
0.18495;0.11469
0.18214;0.11151
0.13542;0.10347
0.13531;0.10249
0.13165;0.09912
0.13143;0.09863
0.13083;0.09862
0.13294;0.10175
0.13197;0.1029
0.13438;0.10606
0.17101;0.1077
0.16859;0.10619
0.25902;0.10357
0.25787;0.10285
0.25865;0.10277
0.25809;0.10258
0.16165;0.0993
0.14541;0.08377
0.13572;0.07497
0.13112;0.07095
0.22478;0.07095
0.23378;0.07588
0.26405;0.10181
0.26481;0.10367
0.1721;0.10383
0.17204;0.10307
0.13476;0.10103
0.13114;0.09678
0.12452;0.09013
0.1218;0.08909
0.11577;0.08325
0.11508;0.08314
0.1206;0.0888
0.12129;0.08953
0.11789;0.08934
0.09876;0.07317
0.08565;0.06186
0.07884;0.0558
0.07599;0.0534
0.06686;0.04493
0.03947;0.01998
0.02507;0.00692
0.01865;0.00088
0.0199;0.00193
0.0342;0.01279
0.09;0.06016
0.11479;0.08088
0.13227;0.09826
0.13485;0.10046
0.12594;0.09009
0.13652;0.10106
0.128;0.0925
0.12567;0.08956
0.12444;0.08947
0.12445;0.08922
0.12418;0.0896
0.12409;0.09003
0.12366;0.08953
0.12272;0.09
0.10221;0.07354
0.09742;0.06996
0.09985;0.07251
0.10036;0.07294
0.10366;0.07593
0.10301;0.07543
0.0998;0.07237
0.09269;0.06558
0.09025;0.06312
0.10242;0.07227
0.12102;0.08703
0.13458;0.1022
0.13725;0.10653
0.13785;0.10745
0.13759;0.10651
0.14363;0.1084
0.14111;0.10612
0.13489;0.0998
0.13428;0.09966
0.13669;0.10187
0.13973;0.10631
0.14395;0.11077
0.1428;0.11187
0.17606;0.11198
0.17298;0.11025
0.26401;0.10836
0.26235;0.10709
0.26254;0.10709
0.26254;0.10701
0.16733;0.10489
0.16118;0.09928
0.1595;0.09779
0.16368;0.10085
0.26125;0.10418
0.26627;0.10708
0.27175;0.11048
0.27444;0.11397
0.17987;0.11235
0.17819;0.10984
0.14599;0.1133
0.14398;0.11084
0.13904;0.10671
0.13789;0.10635
0.14162;0.10965
0.14299;0.11207
0.1453;0.11448
0.1463;0.11699
0.18384;0.11884
0.1805;0.11699
0.26891;0.11273
0.26822;0.11235
0.26804;0.11187
0.26717;0.11111
0.17002;0.10752
0.1664;0.10385
0.16394;0.10186
0.16635;0.10384
0.26077;0.10438
0.27518;0.11613
0.28014;0.11984
0.2818;0.11984
0.18587;0.11694
0.18249;0.11267
0.14611;0.1127
0.13941;0.10672
0.13504;0.10272
0.1296;0.09929
0.13101;0.10029
0.13592;0.10557
0.14488;0.11485
0.14762;0.11841
0.18603;0.12145
0.18314;0.11984
0.27203;0.11601
0.27067;0.11485
0.27089;0.11465
0.27118;0.11465
0.17642;0.11284
0.17375;0.10994
0.17198;0.10864
0.17402;0.11031
0.27266;0.11488
0.28492;0.12462
0.28648;0.12534
0.28895;0.12485
0.1917;0.12107
0.18853;0.11736
0.15051;0.1179
0.14474;0.11224
0.14287;0.10988
0.13807;0.10696
0.1364;0.10542
0.13835;0.10734
0.14731;0.11566
0.15126;0.11984
0.18554;0.12061
0.18356;0.11984
0.27265;0.11565
0.2699;0.11309
0.26775;0.11084
0.26912;0.11203
0.17734;0.11309
0.17327;0.10912
0.17034;0.10684
0.17541;0.11122
0.2828;0.12336
0.28975;0.12821
0.29296;0.12979
0.29393;0.1285
0.19449;0.12291
0.18723;0.11554
0.15359;0.11905
0.14946;0.11426
0.14209;0.10733
0.13871;0.10435
0.1343;0.10138
0.13774;0.10484
0.14594;0.11357
0.15023;0.11902
0.18786;0.12177
0.18437;0.11984
0.2753;0.11772
0.27478;0.11772
0.27681;0.11856
0.27687;0.11906
0.1835;0.11904
0.18262;0.1177
0.1794;0.11483
0.18252;0.11769
0.2765;0.11769
0.28047;0.1205
0.29051;0.1258
0.29355;0.12835
0.2002;0.12782
0.1955;0.12298
0.15992;0.12443
0.15921;0.12313
0.15535;0.11979
0.15303;0.11783
0.14955;0.11503
0.14967;0.11504
0.15204;0.11784
0.15426;0.11972
0.1526;0.12121
0.14982;0.12033
0.14772;0.11958
0.14344;0.1157
0.13483;0.10781
0.13164;0.10499
0.12142;0.09575
0.11526;0.08962
0.11444;0.08905
0.11582;0.09067
0.13483;0.10716
0.15026;0.1205
0.16057;0.12584
0.16644;0.12986
0.16643;0.12959
0.16321;0.12604
0.1596;0.12468
0.1578;0.12273
0.15639;0.12114
0.15609;0.12072
0.15574;0.1207
0.15574;0.12076
0.15399;0.12056
0.15019;0.1164
0.14171;0.11118
0.14258;0.11286
0.13618;0.10784
0.1341;0.10581
0.12884;0.10079
0.1343;0.10575
0.12725;0.09964
0.11578;0.08896
0.11092;0.08457
0.11069;0.08431
0.11274;0.08487
0.12501;0.09584
0.15631;0.11918
0.15833;0.12226
0.1593;0.12289
0.15807;0.12084
0.13951;0.10103
0.12843;0.08919
0.12555;0.08568
0.1262;0.08533
0.12515;0.08483
0.12367;0.08533
0.12585;0.08886
0.12486;0.08984
0.15799;0.09263
0.15261;0.0889
0.24091;0.08574
0.23982;0.08497
0.23993;0.085
0.23962;0.08498
0.14726;0.08572
0.14626;0.08438
0.14455;0.08302
0.14446;0.08275
0.23869;0.08263
0.24217;0.0849
0.25739;0.08989
0.27673;0.10884
0.17945;0.10456
0.16601;0.09042
0.12615;0.08739
0.12291;0.08457
0.12175;0.08333
0.12188;0.08233
0.12093;0.08191
0.11961;0.08233
0.122;0.08444
0.11953;0.08484
0.15289;0.08584
0.14999;0.08474
0.23993;0.08424
0.23984;0.08444
0.24041;0.08483
0.24447;0.08893
0.15213;0.08983
0.14874;0.08625
0.14671;0.08484
0.14673;0.08483
0.24537;0.0852
0.25851;0.09647
0.2758;0.1068
0.28885;0.11984
0.18838;0.11185
0.17026;0.09376
0.12772;0.09007
0.12365;0.08455
0.12345;0.08382
0.12421;0.08368
0.1239;0.08358
0.12299;0.08405
0.12802;0.08985
0.13909;0.10272
0.18152;0.11269
0.18219;0.11461
0.25631;0.09977
0.2578;0.1009
0.26287;0.10525
0.27145;0.11317
0.18179;0.11618
0.18216;0.11613
0.17719;0.11175
0.17542;0.10975
0.27005;0.11012
0.28349;0.11634
0.29494;0.12514
0.29553;0.1265
0.20178;0.12529
0.19379;0.11654
0.13846;0.10299
0.12606;0.09086
0.12439;0.08934
0.12157;0.08905
0.12105;0.08901
0.1207;0.08942
0.14589;0.11186
0.15185;0.11969
0.1904;0.12484
0.18383;0.11984
0.26983;0.11289
0.27267;0.11484
0.27795;0.11949
0.27965;0.12094
0.18541;0.11984
0.18239;0.1167
0.18204;0.1167
0.18187;0.11628
0.27793;0.1167
0.28889;0.12662
0.29358;0.12796
0.295;0.12921
0.20052;0.12744
0.19869;0.12549
0.15298;0.12034
0.15219;0.11888
0.15048;0.11733
0.14868;0.11584
0.14784;0.11529
0.14787;0.11584
0.15198;0.12034
0.15308;0.12237
0.19077;0.12478
0.18634;0.12174
0.27575;0.11798
0.27214;0.11524
0.27314;0.11523
0.27002;0.11275
0.17665;0.11267
0.16741;0.10408
0.16671;0.10367
0.16788;0.10466
0.27257;0.11296
0.28438;0.12292
0.28976;0.1259
0.2889;0.12472
0.19233;0.12138
0.18995;0.11874
0.1514;0.11929
0.14951;0.117
0.14667;0.1143
0.14206;0.10977
0.1368;0.10584
0.14212;0.11035
0.1466;0.11439
0.1478;0.11529
0.14647;0.11484
0.14385;0.1136
0.14136;0.11317
0.13555;0.10729
0.13155;0.10359
0.1325;0.10435
0.12771;0.09984
0.11851;0.09134
0.11817;0.09105
0.12263;0.09511
0.13704;0.10776
0.14569;0.11452
0.1527;0.11894
0.15769;0.12284
0.15383;0.11894
0.1505;0.11491
0.14369;0.10981
0.14228;0.10884
0.13893;0.10535
0.14196;0.10694
0.13855;0.10438
